81668|kamelia-emami|کاملیا امامی|روانشناس|مشاور فردی|اصفهان|شیخ صدوق|4.9|135|حضوری,آنلاین
62867|babak-feiz-aghaei|بابک فیض|روانشناس|زوج درمانگر|تهران|میدان ونک|5|56|حضوری,تلفنی,آنلاین
81867|saeedeh-ghoddomi|سعیده قدومی|روانشناس|مشاور خانواده,زوج درمانگر,مشاور ازدواج,مشاوره نوجوان|کرج|گوهردشت خیابان اصلی|4.9|22|حضوری,تلفنی
95852|ensiyeh-khalaji|انسیه خلجی|روانشناس|روانشناس بالینی|غیرحضوری||5|7|تلفنی,آنلاین
67197|masoomeh-abdollahi2|معصومه عبداللهی|روانشناس|مشاوره نوجوان,روانشناس کودک|تبریز|خیابان پاستور|5|23|حضوری
95877|elham-hooshmand|الهام هوشمند|روانشناس|روان درمانگر|تهران|میدان بهارستان|5|23|حضوری,تلفنی,آنلاین
52603|fatemeh-rastegarnasab|فاطمه رستگارنسب|روانشناس|روانشناس بالینی,مشاور فردی|دزفول|بلوار ولیعصر|4.7|67|حضوری,آنلاین
59511|mohammadjavad-khodadadi|محمد جواد خدادادی|روانشناس|زوج درمانگر,مشاور فردی,مشاوره نوجوان|تهران|خیابان کارگر شمالی|4.8|31|حضوری,آنلاین
79091|aliasghar-khodabakhshi|دکتر علی اصغر خدابخشی|روانشناس|مشاور ازدواج,روانشناس بالینی,زوج درمانگر,مشاور فردی|بیرجند|خیابان منتظری|5|10|حضوری,تلفنی,آنلاین
71352|sahar-oliyaei|سحر اولیایی|روانشناس|روانشناس کودک|اسلامشهر|سرنوری|4.8|17|حضوری,آنلاین
95273|peyvand-paknezhad|پیوند پاک نژاد|روانشناس|مشاور فردی|اصفهان|فلکه فیض|5|25|حضوری,تلفنی,آنلاین
63225|behnaz-allahyar-dastjerdi|بهناز اله یار دستجردی|روانشناس|زوج درمانگر,مشاور فردی,مشاور خانواده|اصفهان|خیابان رباط|5|50|حضوری,آنلاین
76733|sedigheh-parhizkar|صدیقه پرهیزکار|روانشناس|زوج درمانگر|تهران|میدان نیاوران|4.8|46|حضوری,تلفنی,آنلاین
95829|najmeh-arab-araghi|نجمه عرب عراقی|روانشناس|روانشناس بالینی|قم|بلوار امین|5|5|حضوری,آنلاین
51074|niknaz-kian|دکتر نیکناز کیان|روانشناس|زوج درمانگر,روان درمانگر,مشاور فردی|تهران|پاسداران|4.2|5|حضوری,آنلاین
54603|somayyeh-torkaman|دکتر سمیه ترکمان|روانشناس|مشاور ازدواج,سکس تراپیست,زوج درمانگر|تهران|پاسداران|4.6|96|حضوری,آنلاین
90283|azar-ezzati-jamalpoor|آذر عزتی جمال پور|روانشناس|روان درمانگر,زوج درمانگر,هیپنوتراپیست|اسلامشهر|شهرک قائمیه|5|60|حضوری,آنلاین
23628|salman-jalali|سلمان جلالی|روانشناس|روانکاو|تهران|بلوار فردوس شرق|4.7|23|حضوری
83630|kianoosh-ahmadian|کیانوش احمدیان|روانشناس|روان درمانگر,مشاور خانواده|سنندج|خیابان پاسداران|5|17|حضوری
55720|zahra-davoodabadi|دکتر زهرا داودآبادی|روانشناس|مشاور فردی,روانشناس کودک|قرچک|خیابان اصلی|4.7|87|حضوری,آنلاین
74711|seyyedehmaryam-kazempoor|سیده مریم کاظم پور|روانشناس|مشاور فردی,روانشناس کودک,مشاوره نوجوان|تهران|شهرک غرب|4.9|31|حضوری,تلفنی,آنلاین
81041|mahsa-mottale|مهسا مطلع|روانشناس|روانشناس بالینی|تهران|فلکه دوم صادقیه|4.8|70|حضوری,آنلاین
80525|fatemeh-hadavand|فاطمه هداوند|روانشناس|روانشناس کودک,مشاوره نوجوان|ورامین|خیابان طالقانی|4.9|40|حضوری,آنلاین
