68434|zahra-khani2|زهرا خانی|روانشناس|مشاور ازدواج,مشاور تحصیلی|قم|تقاطع جمهوری و بلوار عطاران|4.9|131|حضوری,آنلاین
69119|zahra-ghaffari-shoja|زهرا غفاری شجاع|روانشناس|زوج درمانگر,روان درمانگر,مشاور ازدواج|تبریز|خیابان ارتش جنوبی|5|220|حضوری,تلفنی,آنلاین
95072|sahar-sadeghian|سحر صادقیان صادق آبادی|روانشناس|مشاور فردی,مشاور ازدواج,زوج درمانگر,سکس تراپیست|اصفهان|مرداویج|5|16|حضوری,تلفنی,آنلاین
84457|reihaneh-gholizadeh|ریحانه قلی زاده|روانشناس|روان درمانگر,مشاور فردی,روانشناس بالینی|تهران|مرزداران|4.8|77|حضوری,تلفنی,آنلاین
30150|fatemeh-khoshsokhan|فاطمه خوش سخن عزیز|روانشناس|مشاور ازدواج,زوج درمانگر,روانشناس بالینی|تهران|فلکه دوم صادقیه|4.8|112|حضوری,تلفنی,آنلاین
65238|hakimeh-fani|حکیمه فانی|روانشناس|مشاور فردی,روانشناس ورزشی|تهران|سعادت آباد|5|45|حضوری,آنلاین
34181|mohsen-kadkhodaeian-arani|محسن کدخدائیان آرانی|روانشناس|روان درمانگر|کاشان|خیابان بهشتی|5|70|حضوری,تلفنی,آنلاین
95376|shokoofeh-langarneshin|شکوفه لنگرنشین|روانشناس|روانشناس بالینی|نوشهر|میدان آزادی|5|1|حضوری,تلفنی,آنلاین
95382|maryam-beheshtian|مریم بهشتیان|روانشناس|روانشناس بالینی,روان درمانگر,مشاوره نوجوان|یزد|صفاییه|5|3|حضوری,تلفنی,آنلاین
90533|mohammadreza-amin|محمدرضا امین گوگه|روانشناس|زوج درمانگر,سکس تراپیست,مشاور ازدواج,مشاور خانواده|نسیم شهر|بهارستان ۲|5|37|حضوری,آنلاین
80193|marziyeh-shahnazari|مرضیه شاه نظری|روانشناس|مشاور ترک اعتیاد|اصفهان|خیابان چهارباغ بالا|5|87|حضوری,آنلاین
10426|yaser-madani|دکتر یاسر مدنی|روانشناس|زوج درمانگر,مشاور خانواده,مشاور فردی,مشاور ازدواج|تهران|میدان هفت تیر|5|2|حضوری,آنلاین
51860|shahab-afraz|شهاب افراز|روانشناس|مشاور فردی,مشاوره نوجوان|کرج|چهارراه طالقانی|4.9|72|حضوری,تلفنی,آنلاین
81847|faezeh-vaezi|فائزه واعظی|روانشناس|روانکاو|تهران|میدان پونک|4.9|70|حضوری,تلفنی,آنلاین
79145|aliakbar-askari|علی اکبر عسکری|روانشناس|روان درمانگر,سکس تراپیست,روانکاو,مشاور ازدواج|تهران|یوسف آباد|5|4|تلفنی
66603|rasool-naderi-darbaghshahi|رسول نادری|روانشناس|مشاور ازدواج,روان درمانگر,مشاور خانواده|قم|بنیاد|5|20|حضوری,تلفنی,آنلاین
38290|maryam-nazian|مریم نازیان|روانشناس|مشاور فردی,مشاور خانواده,مشاور ازدواج,زوج درمانگر|آمل|خیابان امام خمینی|4.8|84|حضوری,تلفنی,آنلاین
44414|amir-gozarani|امیر گذرانی|روانشناس|روانشناس بالینی|تهران|تهرانپارس|5|61|حضوری,تلفنی,آنلاین
50921|masoomeh-bekhnoodeh|دکتر معصومه بخنوده|روانشناس|روانشناس بالینی|تهران|میدان نیاوران|4.9|357|حضوری,آنلاین
90434|najmeh-sheikhi|نجمه شیخی|روانشناس|زوج درمانگر|تهران|جردن|5|162|حضوری,آنلاین
46469|omid-soltani-mirzaei|امید سلطانی میرزائی|روانشناس|مشاور فردی|مشهد|بلوار صارمی|4.8|40|حضوری,آنلاین
