95375|maedeh-dehghan|مائده دهقان|روانشناس|روان درمانگر,مشاور ازدواج,مشاور خانواده,مشاور فردی|بابلسر|خیابان امام|5|8|حضوری,تلفنی,آنلاین
34180|mitra-ghasemi|دکتر میترا قاسمی|روانشناس|زوج درمانگر,مشاور فردی|تهران|فلکه دوم صادقیه|4.9|101|حضوری,تلفنی,آنلاین
69506|zahra-hashemipanah|زهرا هاشمی پناه|روانشناس|زوج درمانگر,هیپنوتراپیست,مشاور ازدواج|تهران|فلکه دوم صادقیه|4.9|29|حضوری,تلفنی,آنلاین
60416|azam-izadjoo|اعظم ایزدجو|روانشناس|روانشناس بالینی|پاکدشت|میدان آزادگان|5|11|حضوری,تلفنی,آنلاین
63635|maryam-mohtashami|دکتر مریم محتشمی|روانشناس|زوج درمانگر,هیپنوتراپیست,روانشناس کودک|ساوه|خیابان استاد مطهری|4.9|68|حضوری
55264|parvaneh-bahmani-makvandzadeh|دکتر پروانه بهمنی مکوندزاده|روانشناس|مشاور ازدواج,زوج درمانگر,مشاور فردی|اهواز|کیان آباد|4.8|46|حضوری,آنلاین
94120|maryam-javadi-saleh|مریم جوادی صالح|روانشناس|روان درمانگر|تهران|تهرانپارس|5|12|حضوری,آنلاین
72256|noura-khoshchingol|دکتر نورا خوش چین گل|روانشناس|زوج درمانگر,مشاور ازدواج|قزوین|چهارراه خیام|5|24|حضوری,تلفنی
62849|ayna-adibfar|آینا ادیب فر|روانشناس|روانشناس کودک,مشاوره نوجوان|تهران|شهرک غرب|5|15|حضوری,آنلاین
53669|mahsa-rezaalizadeh|مهسا رضاعلیزاده|روانشناس|روان درمانگر|بندرعباس|نبش چهارراه اتوبوسرانی|4.9|98|حضوری,تلفنی,آنلاین
50767|fatemeh-danesh|دکتر فاطمه دانش|روانشناس|مشاور فردی|تهران|پاسداران|5|387|حضوری,تلفنی,آنلاین
65923|khadijeh-shajari|خدیجه (پروین) شجری|روانشناس|زوج درمانگر,مشاور ازدواج|زنجان|چهارراه سعدی|4.8|8|حضوری,تلفنی,آنلاین
69753|zohreh-karami2|دکتر زهره کرمی|روانشناس|مشاور فردی|تهران|بزرگراه رسالت|5|4|حضوری,تلفنی
95842|marjan-hatami|مرجان حاتمی برزیان|روانشناس|روان درمانگر,زوج درمانگر,مشاور فردی,مشاور ازدواج|تهران|شریعتی|5|14|حضوری,آنلاین
53784|hadis-poortorab|حدیث پورتراب|روانشناس|مشاور ازدواج|کرج|چهارراه طالقانی|4.6|28|حضوری,تلفنی,آنلاین
51020|sajjad-panahifar|دکتر سجاد پناهی فر|روانشناس|زوج درمانگر|تهران|خیابان شریعتی|5|241|حضوری
65952|khadijeh-morsalooei|خدیجه مرسلویی نشلانده|روانشناس|مشاور فردی,مشاوره نوجوان,مشاور خانواده,روانشناس بالینی|قرچک|بعد از میدان امام خمینی|5|8|حضوری,تلفنی,آنلاین
90561|fatemeh-rezapoor|فاطمه رضاپور چورس|روانشناس|مشاور فردی|تهران|بلوار فردوس شرق|5|2|حضوری,آنلاین
53711|hamideh-mansoori|حمیده منصوری|روانشناس|زوج درمانگر|تهران|میدان دریاچه|5|85|حضوری,تلفنی,آنلاین
95111|maryam-bahraminia|مریم بهرامی نیا|روانشناس|روانشناس بالینی|غیرحضوری||4.9|11|آنلاین
51869|solmaz-abdollahzadeh|دکتر سولماز عبداله زاده|روانشناس|مشاور فردی,زوج درمانگر|تهران|فلکه دوم صادقیه|4.9|162|حضوری,آنلاین
33558|parvin-jafarnezhad|پروین جعفرنژاد|روانشناس|زوج درمانگر,مشاور فردی|تهران|خیابان پیروزی|5|58|حضوری,آنلاین
59593|fateme-yari|فاطمه یاری|روانشناس|مشاور فردی|تهران|سعادت آباد|5|26|حضوری,تلفنی,آنلاین
73740|seyyedaliakbar-mortazavi-emami|دکتر سید علی اکبر مرتضوی امامی|روانشناس|زوج درمانگر|تهران|مجیدیه|5|3|حضوری,تلفنی,آنلاین
95727|saeedehsadat-moosavi|سعیده سادات موسوی|روانشناس|روان درمانگر,مشاور فردی,زوج درمانگر|غیرحضوری||5|7|آنلاین
