57543|mahnaz-akbari|مهناز اکبری|روانشناس|مشاور فردی,هیپنوتراپیست|اسلامشهر|میدان نماز|4.9|104|حضوری,آنلاین
93805|amin-afsharpoor|امین افشارپور|روانشناس|زوج درمانگر,مشاور ازدواج|تهران|بلوار فردوس|5|45|حضوری,تلفنی
46928|shahzad-nazari|شهزاد نظری|روانشناس|روانشناس کودک,مشاور ازدواج,مشاور خانواده,زوج درمانگر|همدان|آرامگاه|4.9|329|حضوری,تلفنی,آنلاین
31924|mohammadmehdi-asiaban|محمد مهدی آسیابان|روانشناس|روان درمانگر,روانشناس کودک,مشاور ازدواج,روانشناس بالینی|کاشان|چهارراه شاهد|4.9|90|حضوری,تلفنی,آنلاین
65384|sepideh-farajollahi|سپیده فرج الهی|روانشناس|زوج درمانگر,روان درمانگر|تهران|بلوار مرزداران|4.9|55|حضوری,تلفنی
53792|fatemeh-ezzatpanah|فاطمه عزت پناه|روانشناس|مشاور فردی|دزفول|بلوار ولیعصر|4.9|57|حضوری,آنلاین
81339|maryam-ziafati|مریم ضیافتی|روانشناس|زوج درمانگر,مشاور فردی|مشهد|راهنمایی ۲۰/۱|4.9|69|حضوری,تلفنی,آنلاین
65091|hossein-mohammadi|حسین محمدی|روانشناس|روانکاو|تهران|قلهک|4.5|69|حضوری,آنلاین
63432|pardis-chalabi|پردیس چلبی|روانشناس|روانشناس کودک,مشاوره نوجوان|قم|میدان سپاه|4.9|82|حضوری,تلفنی,آنلاین
77437|tahereh-kahrizi|طاهره کهریزی|روانشناس|مشاور فردی,مشاور خانواده|تهران|سعادت آباد|4.9|13|حضوری
73678|seyyedroohollah-hoseini|سید روح اله حسینی|روانشناس|مشاور خانواده,مشاور فردی,زوج درمانگر,مشاوره نوجوان|بیرجند|خیابان طالقانی|5|42|حضوری,تلفنی,آنلاین
90694|zahrasadat-moteghayer|دکتر زهرا متغیر|روانشناس|مشاوره نوجوان|اصفهان|بوستان سعدی|4.8|11|حضوری,آنلاین
81907|kian-nasernezhad|دکتر کیان ناصرنژاد|روانشناس|روانشناس کودک,مشاور فردی|آمل|آفتاب ۱|5|28|حضوری,آنلاین
34374|amirali-chegini|دکتر امیرعلی چگینی|روانشناس|مشاور فردی,مشاور خانواده|اراک|خیابان دکتر حسابی|5|18|حضوری,تلفنی,آنلاین
65286|morteza-kazemi|مرتضی کاظمی|روانشناس|مشاوره توسعه‌فردی,زوج درمانگر|تهران|تهرانپارس|5|72|حضوری,تلفنی,آنلاین
68089|zahra-esmaeili-irani|زهرا اسماعیلی ایرانی|روانشناس|روان درمانگر|اصفهان|طوقچی|4.9|10|حضوری
95147|halimeh-jamalian|حلیمه (هلما) جمالیان|روانشناس|مشاور فردی|بیرجند|معلم ۳۹|5|16|حضوری,آنلاین
79047|azimeh-sadeghi|عظیمه صادقی|روانشناس|مشاور فردی,زوج درمانگر|شیراز|خیابان قصرالدشت|4.9|42|حضوری,آنلاین
95444|shima-chapali|شیما چپالی|روانشناس|روانشناس بالینی|تهران|ولنجک|5|6|حضوری,آنلاین
77744|atefeh-barzin-garoosi|عاطفه برزین|روانشناس|مشاور ازدواج,مشاور فردی,مشاوره شغلی|تهران|میدان پونک|5|37|حضوری,آنلاین
56712|maryam-rabiei2|مریم ربیعی|روانشناس|روانشناس کودک|تهران|نیاوران|4.9|47|حضوری,آنلاین
91512|maryam-velayati-hoseini|مریم ولایتی حسینی|روانشناس|مشاور فردی|تهران|سعادت آباد||0|حضوری,آنلاین
