51054|zahra-babaei-moghaddam|زهرا بابایی مقدم|روانشناس|مشاور فردی,زوج درمانگر|رشت|چهارراه گلسار|4.9|106|حضوری,تلفنی,آنلاین
56628|fatemeh-parivash-kasraeian|فاطمه پریوش کسرائیان|روانشناس|مشاور فردی,زوج درمانگر|رشت|خیابان سعدی|4.9|43|حضوری,آنلاین
52498|melika-kheiri|ملیکا خیری|روانشناس|مشاوره نوجوان,روانشناس کودک|تهران|صادقیه|4.9|86|حضوری,آنلاین
89792|seyyedehfatemeh-alami|سیده فاطمه عالمی|روانشناس|روان درمانگر,نوروفیدبک نوروتراپیست,مشاور ازدواج,زوج درمانگر|مشهد|بلوار دانشجو|5|40|حضوری,آنلاین
81444|shiva-khaleghi|شیوا خالقی|روانشناس|مشاور فردی,زوج درمانگر,مشاور ازدواج|تبریز|ولیعصر|5|62|حضوری,تلفنی,آنلاین
93332|masoomeh-saedkazemi|معصومه (بهاره) ساعد کاظمی|روانشناس|مشاور فردی,زوج درمانگر|تهران|اتوبان همت غرب|5|21|حضوری,تلفنی,آنلاین
93845|alireza-khabbazzadeh-rezaei|علیرضا خباززاده رضایی|روانشناس|مشاور فردی,روان درمانگر|مشهد|خیابان ابن سینا|5|16|حضوری,آنلاین
50384|ana-safara|آنا صف آرا|روانشناس|زوج درمانگر,مشاور فردی|اهواز|کیانپارس|4.8|62|حضوری,آنلاین
60810|akramsadat-mobram|اکرم سادات مبرم|روانشناس|مشاور خانواده|اصفهان|خیابان شمس آبادی|4.9|94|حضوری,تلفنی,آنلاین
30739|mahboubeh-amari|محبوبه آماری امیر|روانشناس|مشاور ازدواج|شیراز|تاچارا|5|40|حضوری,تلفنی,آنلاین
35589|hadi-dehghani|دکتر هادی دهقانی|روانشناس|زوج درمانگر|اصفهان|چهارباغ خواجو|4.8|430|حضوری,آنلاین
87237|fatemeh-abedi1|فاطمه عابدی|روانشناس|مشاور فردی|اصفهان|خیابان نیکبخت|5|56|حضوری,آنلاین
50916|azita-behjat|آزیتا بهجت|روانشناس|روانشناس بالینی,زوج درمانگر,مشاور ازدواج|یزد|صفاییه|4.9|92|حضوری,تلفنی,آنلاین
90860|mehdi-zarakani|مهدی زرعکانی|روانشناس|مشاور فردی,سکس تراپیست,مشاور خانواده|تهران|بلوار فردوس|4.9|65|حضوری
70889|sara-kiavash|سارا کیاوش|روانشناس|مشاور فردی,زوج درمانگر|اهواز|زیتون کارمندی|4.8|136|حضوری,تلفنی,آنلاین
95212|mobina-janighorban|مبینا جانی قربان|روانشناس|روانشناس کودک,مشاوره نوجوان|اصفهان|خیابان نظر غربی|5|25|حضوری,تلفنی
