79681|ali-taheri-daghian|دکتر علی طاهری داغیان|روانشناس|مشاور خانواده,مشاور ازدواج|مشهد|خیابان سناباد|5|250|حضوری,تلفنی,آنلاین
85870|marzieh-ghanei|مرضیه قانعی|روانشناس|روانشناس کودک|تهران|جردن|5|145|حضوری,تلفنی,آنلاین
80662|nasrin-ataei-mehr|دکتر نسرین عطائی مهر|روانشناس|مشاور ازدواج|مشهد|چهارراه آزاد شهر|4.9|106|حضوری,تلفنی
23449|alireza-haddadi|علیرضا حدادی|روانشناس|مشاور خانواده,مشاور فردی|نیشابور|خیابان ۱۵ خرداد|4.8|139|حضوری,تلفنی
95381|nahid-siami|دکتر ناهید صیامی|روانشناس|روانشناس بالینی|تهران|خیابان قیطریه|5|16|حضوری,آنلاین
52603|fatemeh-rastegarnasab|فاطمه رستگارنسب|روانشناس|روانشناس بالینی,مشاور فردی|دزفول|بلوار ولیعصر|4.7|67|حضوری,آنلاین
20598|shahrzad-rashn|دکتر شهرزاد رشن|روانشناس|مشاور فردی|تهران|پاسداران|5|490|حضوری,تلفنی,آنلاین
94979|nazila-khosrozadeh|نازیلا خسروزاده|روانشناس|روانشناس کودک,مشاوره نوجوان|شیراز|چهارراه سرباز|4.9|17|حضوری,تلفنی,آنلاین
81027|seyyedali-moosavi7|سید علی موسوی|روانشناس|روانشناس کودک|اصفهان|خیابان پروین|4.8|33|حضوری,آنلاین
73346|somayeh-mehdibadi|سمیه مهدی بادی|روانشناس|مشاور خانواده|نطنز|بادرود|5|40|حضوری,تلفنی,آنلاین
9923|ashraf-bakhshaiyesh|اشرف بخشایش|روانشناس|مشاور خانواده|تهران|چهارراه تیرانداز|5|116|حضوری,تلفنی,آنلاین
90685|mohammad-mahdizadeh|محمد مهدی زاده|روانشناس|روانشناس بالینی|اسلامشهر|شهرک قائمیه|5|9|حضوری,آنلاین
81192|narges-beheshtipoor|نرگس بهشتی پور|روانشناس|مشاوره نوجوان|تهران|جنت آباد مرکزی|5|88|حضوری,تلفنی,آنلاین
33486|fatemeh-momeni1|دکتر فاطمه مومنی|روانشناس|زوج درمانگر,مشاور فردی|آمل|کوچه دادگستری|4.9|419|حضوری,تلفنی,آنلاین
90087|ali-hashembeiki|علی هاشم بیکی|روانشناس|زوج درمانگر,مشاور ازدواج,روانشناس بالینی|یزد|صفاییه|5|23|حضوری,تلفنی,آنلاین
95640|maryam-alibeiklooei|دکتر مریم علی بیکلوئی|روانشناس|روان درمانگر,مشاور فردی,مشاور خانواده,روانکاو|قم|خیابان فردوسی|5|5|حضوری,تلفنی,آنلاین
95408|mohammadmilad-alborzi|محمد میلاد البرزی|روانشناس|روانشناس بالینی|غیرحضوری||5|4|تلفنی
60268|tohid-ranjbari|توحید رنجبری|روانشناس|روانشناس بالینی|ارومیه|پنجراه|5|128|حضوری
14638|aliasghar-khosrobeigi|دکتر علی اصغر خسروبیگی|روانشناس|مشاور خانواده,زوج درمانگر,مشاور فردی,مشاور ازدواج|اراک|ابتدای خیابان شهید رجایی|4.8|57|حضوری,آنلاین
22335|azin-gazor|دکتر آذین گازر|روانشناس|مشاور ازدواج|اصفهان|مصلی جنوبی|4.9|187|حضوری,آنلاین
44197|siavash-paygozar|سیاوش پای گذار|روانشناس|روانکاو,مشاور فردی|رشت|چهارراه گلسار|4.8|75|حضوری,تلفنی,آنلاین
72987|soosan-hedayati-dana|دکتر سوسن هدایتی دانا|روانشناس|روان درمانگر|تهران|بلوار نلسون ماندلا|5|3|حضوری
65853|khatereh-shabani|خاطره شعبانی|روانشناس|روانشناس کودک,مشاوره نوجوان|رشت|چهارراه گلسار|5|37|حضوری,تلفنی,آنلاین
90596|forough-ghobadi|فروغ قبادی|روانشناس|مشاور فردی|اصفهان|خیابان نیکبخت|5|76|حضوری,آنلاین
