90140|zahra-khodabandeh|زهرا خدابنده|روانشناس|روان درمانگر|کرج|گوهردشت|4.9|45|حضوری,تلفنی,آنلاین
85331|marjan-mirzaei1|مرجان میرزایی|روانشناس|زوج درمانگر,مشاور خانواده|شهریار|فاز ۱ اندیشه|4.9|28|حضوری,تلفنی,آنلاین
80792|marziyeh-makhdoomi|دکتر مرضیه مخدومی|روانشناس|سکس تراپیست,زوج درمانگر|تهران|میدان ونک|4.9|83|حضوری,آنلاین
95840|soghra-poorrahim|صغری پوررحیم|روانشناس|روانشناس کودک,مشاور فردی,مشاوره نوجوان,مشاور خانواده|تبریز|آبرسان|5|3|حضوری,تلفنی
36503|arezoo-kazemi|آرزو کاظمی|روانشناس|زوج درمانگر,مشاور ازدواج|تهران|فلکه دوم صادقیه|4.9|38|حضوری,تلفنی,آنلاین
56177|avirin-samiei|دکتر آویرین سمیعی|روانشناس|زوج درمانگر,مشاوره شغلی,مشاور فردی|تهران|بزرگراه همت غرب|4.9|106|حضوری,تلفنی,آنلاین
51984|asghar-karimi|اصغر کریمی|روانشناس|مشاوره نوجوان,مشاور خانواده|تهران|نارمک|4.8|25|حضوری,تلفنی
60119|asma-monem|دکتر اسماء منعم|روانشناس|سکس تراپیست,روانشناس بالینی|تهران|میدان پونک|5|4|حضوری
95874|mohaddeseh-salehi|محدثه صالحی|روانشناس|روان درمانگر,زوج درمانگر,مشاور فردی,مشاور ازدواج|بابلسر|خیابان امام|5|9|حضوری,تلفنی,آنلاین
81510|fatemeh-laroeiarani|فاطمه لاروئی ارانی|روانشناس|مشاور فردی,مشاور تحصیلی,مشاوره نوجوان,روانشناس کودک|ورامین|بلوار شهید باهنر|5|167|حضوری,آنلاین
89865|raziyeh-javaheri|دکتر راضیه جواهری رنانی|روانشناس|روان درمانگر|غیرحضوری||5|13|آنلاین
95855|sareh-rezabeik|ساره رضابیک|روانشناس|روانشناس بالینی|تهران|جردن||0|حضوری,آنلاین
82152|farah-jafari|دکتر فرح جعفری|روانشناس|مشاور ازدواج,زوج درمانگر|تهران|جنت آباد مرکزی|5|15|حضوری,تلفنی,آنلاین
58786|roghaye-amouee|رقیه عمویی|روانشناس|مشاوره نوجوان,روانشناس کودک|کرج|عظیمیه|5|25|حضوری
70675|sara-darvish|دکتر سارا درویش|روانشناس|زوج درمانگر,مشاور فردی|تهران|خیابان آقایی|4.8|30|حضوری,تلفنی,آنلاین
95353|farima-afraei|فریما افرایی|روانشناس|روانشناس بالینی,زوج درمانگر,مشاور فردی,مشاوره نوجوان|اهواز|کیانپارس|5|107|حضوری,آنلاین
70326|zeinab-noorollahi|زینب نورالهی|روانشناس|زوج درمانگر,مشاور ترک اعتیاد,مشاور خانواده,مشاوره نوجوان|تهران|اکباتان|4.9|184|حضوری,تلفنی,آنلاین
88551|maryam-jamehdar-mohafez|مریم جامه دار محافظ|روانشناس|روان درمانگر|رشت|سبزه میدان|5|3|حضوری,آنلاین
89821|mari-pahlavani|ماری پهلوانی|روانشناس|روانشناس کودک,مشاوره نوجوان|بابلسر|خیابان امام خمینی|4.7|3|حضوری,تلفنی,آنلاین
90371|mona-aghagoli|مونا آقاگلی|روانشناس|مشاور ازدواج,مشاور فردی|تهران|خیابان ولیعصر|4.9|14|حضوری,تلفنی,آنلاین
